Escritório de vendas|Fornecedor|Material|Data|Valor Liquido
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|15.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|60.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|12.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|20.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|25.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|10.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|25.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|15.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|12.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|20.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|100.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|50.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|25.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|10.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|30.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|7.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|15.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|10.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|10.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|10.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|12.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|25.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|25.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|25.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|110.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|10.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|10.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|12.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|10.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|27.0
106|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|10.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|20.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|50.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|55.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|40.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|25.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|30.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|20.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|05.01.2020|20.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|20.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|40.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|155.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|20.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|185.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|235.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|120.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|05.01.2020|35.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|05.01.2020|20.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|55.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|20.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|40.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|05.01.2020|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|20.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|40.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|05.01.2020|10.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|10.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|30.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|10.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|20.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|35.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|10.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|05.01.2020|20.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|25.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|30.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|10.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|30.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|20.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|40.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|10.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|15.0
106|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|20.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|20.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|25.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|50.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|40.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|20.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|10.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|10.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|15.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|20.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|31.12.2019|120.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|20.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|30.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|15.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|50.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|10.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|31.12.2019|10.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|245.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|31.12.2019|70.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|10.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|235.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|40.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|05.01.2020|50.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|20.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|31.12.2019|60.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|10.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|20.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|30.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|30.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|05.01.2020|20.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|70.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|20.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|05.01.2020|10.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|30.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|40.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|20.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|10.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|10.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|60.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|40.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|30.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|100.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|05.01.2020|20.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|20.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|05.01.2020|50.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|20.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|15.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|15.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|60.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|20.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|30.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|60.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|140.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|60.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|50.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|20.0
106|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|20.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|35.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|15.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|15.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|10.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|45.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|50.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|20.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|100.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|20.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|30.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|120.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|60.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|05.01.2020|55.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|20.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|46.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|20.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|15.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|20.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|05.01.2020|20.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|15.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|30.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|15.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|15.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|20.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|20.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|25.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|20.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|40.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|40.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|15.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|30.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|05.01.2020|10.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|15.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|35.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|05.01.2020|20.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|10.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|15.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|20.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|60.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|30.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|20.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|13.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|20.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|05.01.2020|10.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|10.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|05.01.2020|20.0
106|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|10.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|35.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|55.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|50.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|25.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|50.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|42.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|12.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|25.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|7.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|10.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|40.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|37.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|241.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|75.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|324.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|231.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|99.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|24.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|24.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|10.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|10.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|25.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|10.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|25.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|10.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|12.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|10.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|12.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|50.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|50.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|14.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|12.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|25.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|25.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|30.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|10.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|12.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|14.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|10.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
107|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|50.0
