"uri";"nome";"idLegislaturaInicial";"idLegislaturaFinal";"nomeCivil";"cpf";"siglaSexo";"urlRedeSocial";"urlWebsite";"dataNascimento";"dataFalecimento";"ufNascimento";"municipioNascimento"
"https://dadosabertos.camara.leg.br/api/v2/deputados/675";"LIMA";"9";"9";"Francisco José de Lima";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/676";"BARÃO DE MAROIM";"9";"11";"João Gomes de Mello";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/677";"SIQUEIRA QUEIROZ";"9";"9";"João de Siqueira Queiroz";"";"M";"";"";"1816-01-01";"1875-10-05";"BA";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/678";"ACIOLI DE LIMA";"10";"10";"José Casado Accioli de Lima";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/679";"CALHEIROS";"10";"10";"Roberto Calheiros de Mello";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/680";"SERRA CARNEIRO";"10";"11";"Francisco da Serra Carneiro";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/681";"ANTUNES DE CAMPOS";"10";"10";"Francisco Luis Antunes de Campos";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/682";"BULCÃO";"10";"10";"Balthazar de Araújo Aragão Bulcão";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/683";"MADUREIRA";"10";"13";"Justiniano Baptista Madureira";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/684";"DANTAS";"10";"17";"Manoel Pinto de Souza Dantas";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/685";"FERNANDES DA CUNHA";"10";"14";"Joaquim Jerônymo Fernandes da Cunha";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/686";"LANDULPHO";"10";"10";"José Joaquim Landulpho da Rocha Medrado";"";"M";"";"";"1831-01-01";"1860-09-26";"BA";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/687";"PEDERNEIRAS";"10";"14";"Innocêncio Velloso Pederneiras";"";"M";"";"";"1818-01-01";"1891-06-18";"RS";"Rio Pardo"
"https://dadosabertos.camara.leg.br/api/v2/deputados/689";"PEREIRA FRANCO";"10";"16";"Luiz Antonio Pereira Franco";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/690";"PINTO LIMA";"10";"20";"Francisco Xavier Pinto Lima";"";"M";"";"";"1832-02-20";"1901-08-09";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/691";"SAMPAIO VIANNA";"10";"10";"Luiz Antonio de Sampaio Vianna";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/692";"TEIXEIRA SOARES";"10";"10";"Manoel Teixeira Soares";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/693";"ARAUJO LIMA";"10";"10";"Francisco de Araújo Lima";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/694";"CAMILO LINHARES";"10";"10";"José Camilo Linhares";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/695";"CÍCERO DE ALBUQUERQUE";"10";"10";"Gervásio Cícero de Albuquerque Mello";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/696";"DUARTE BRANDÃO";"10";"10";"José Vicente Duarte Brandão";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/697";"GONÇALVES DA SILVA";"10";"10";"Sebastião Gonçalves da Silva";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/698";"FERNANDES VIEIRA";"10";"16";"Manoel Fernandes Vieira";"";"M";"";"";"1819-09-19";"1879-06-10";"CE";"Saboeiro"
"https://dadosabertos.camara.leg.br/api/v2/deputados/699";"PAMPLONA";"10";"10";"Hipólyto Cassiano Pamplona";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/700";"RIBEIRO";"10";"12";"Raymundo Francisco Ribeiro";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/701";"PEREIRA PINTO";"10";"11";"Antonio Pereira Pinto";"";"M";"";"";"1819-03-20";"1880-07-05";"RJ";"Rio de Janeiro"
"https://dadosabertos.camara.leg.br/api/v2/deputados/702";"CUNHA MATTOS";"10";"10";"Libânio Augusto da Cunha Mattos";"";"M";"";"";"1818-10-02";"1886-08-29";"PE";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/703";"SANTA CRUZ";"10";"11";"Felippe Antonio Cardoso de Santa Cruz";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/704";"BARÃO DE SÃO BENTO";"10";"10";"Francisco Mariano de Viveiros Sobrinho";"";"M";"";"";"1819-01-12";"1860-01-10";"MA";"Alcântara"
"https://dadosabertos.camara.leg.br/api/v2/deputados/705";"BELFORT";"10";"10";"José Joaquim Teixeira Vieira Belfort";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/706";"DIAS VIEIRA";"10";"11";"João Pedro Dias Vieira";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/707";"GOMES DE SOUZA";"10";"12";"Joaquim Gomes de Souza";"";"M";"";"";"1829-02-15";"1864-06-01";"MA";"Itapicuru"
"https://dadosabertos.camara.leg.br/api/v2/deputados/708";"JOÃO MENDES";"10";"16";"João Mendes de Almeida 1º";"";"M";"";"";"1831-05-22";"";"MA";"Caxias"
"https://dadosabertos.camara.leg.br/api/v2/deputados/709";"JOÃO PAULO";"10";"10";"João Paulo de Miranda";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/710";"RODRIGUES LOPES";"10";"10";"José Joaquim Rodrigues Lopes";"";"M";"";"";"1803-01-13";"1895-03-30";"MA";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/711";"DELFINO DE ALMEIDA";"10";"10";"José Delphino de Almeida";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/712";"PEIXOTO DE AZEVEDO";"10";"10";"Antonio Peixoto de Azevedo";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/713";"COUTO";"10";"11";"Antonio Corrêa do Couto";"";"M";"";"";"";"";"MT";"Cuiabá"
"https://dadosabertos.camara.leg.br/api/v2/deputados/714";"ALCÂNTARA MACHADO";"10";"10";"Pedro de Alcântara Machado";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/715";"ATAÍDE";"10";"10";"Francisco de Assis Athayde";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/716";"CESAR";"10";"12";"Antonio Joaquim Cesar";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/717";"CYRILLO";"10";"10";"Francisco Ciryllo Ribeiro e Souza";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/718";"CHAGAS ANDRADE";"10";"10";"João das Chagas Andrade";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/719";"FELIPPE DE ARAÚJO";"10";"10";"Antonio Felippe de Araújo";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/720";"FERRAZ DA LUZ";"10";"10";"João Dias Ferraz da Luz";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/721";"FRANCISCO CAMPOS";"10";"10";"Francisco Alvares da Silva Campos";"";"M";"";"";"";"";"MG";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/722";"HERMÓGENES";"10";"10";"Hermógenes Casimiro de Araújo";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/723";"JOSÉ JOAQUIM";"10";"10";"José Joaquim Ferreira Monteiro de Barros";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/724";"LIMA DUARTE";"10";"18";"José Rodrigues de Lima Duarte";"";"M";"";"";"1826-01-01";"1896-01-01";"MG";"Barbacena"
"https://dadosabertos.camara.leg.br/api/v2/deputados/725";"PAIVA";"10";"10";"Domingos Theodoro de Azevedo Paiva";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/726";"ROCHA FRANCO";"10";"10";"Modestino Carlos da Rocha Franco";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/727";"SILVEIRA LOBO";"10";"13";"Francisco de Paula da Silveira Lobo";"";"M";"";"";"1826-01-01";"1886-01-01";"PB";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/728";"SOUSA RIBEIRO";"10";"10";"José da Costa Machado e Souza Ribeiro";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/729";"TAVARES DE MELO";"10";"10";"José Tavares de Mello";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/730";"AUGUSTO CORRÊA";"10";"10";"João Augusto Corrêa de Aguiar";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/731";"FRANCO DE ALMEIDA";"10";"17";"Tito Franco de Almeida";"";"M";"";"";"1829-01-04";"1899-02-17";"PA";"Belém"
"https://dadosabertos.camara.leg.br/api/v2/deputados/732";"ARAGÃO E MELO";"10";"17";"Antonio Manoel de Aragão e Mello";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/733";"DIOGO VELHO";"10";"16";"Diogo Velho Cavalcanti de Albuquerque";"";"M";"";"";"1829-11-09";"1899-11-13";"PA";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/734";"FLÁVIO CLEMENTINO";"10";"10";"Flávio Clementino da Silva";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/735";"HENRIQUES DE ALMEIDA";"10";"12";"Philinto Henriques de Almeida";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/736";"OLINTO MEIRA";"10";"10";"Olyntho José Meira";"";"M";"";"";"1829-06-07";"";"PB";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/737";"TOSCANO BARRETO";"10";"10";"Victorino do Rego Toscano Barreto";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/738";"ABELARDO DE BRITO";"10";"18";"Laurindo Abelardo de Brito";"";"M";"";"";"1827-09-08";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/739";"JESUINO MARCONDES";"10";"12";"Jesuíno Marconde de Oliveira e Sá";"";"M";"";"";"1827-06-01";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/740";"ANTONIO CAVALCANTI";"10";"10";"Antonio Luiz Cavalcanti de Albuquerque";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/741";"BARROS DE LACERDA";"10";"10";"Sebastião do Rego Barros de Lacerda";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/742";"CARNEIRO DA CUNHA";"10";"10";"Francisco João Carneiro da Cunha";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/743";"DUARTE PEREIRA";"10";"10";"Luiz Duarte Pereira";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/744";"LUÍS FELIPE";"10";"17";"Luis Felipe de Souza Leão";"";"M";"";"";"1832-07-20";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/745";"SILVINO CAVALCANTI";"10";"12";"Silvino Cavalcanti de Albuquerque";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/746";"SIQUEIRA CAVALCANTI";"10";"10";"Antonio dos Santos Siqueira Cavalcanti Júnior";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/747";"SALES";"10";"14";"Antonio Francisco de Salles";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/748";"SILVA MIRANDA";"10";"10";"João da Silva Miranda";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/749";"GARCIA DE ALMEIDA";"10";"10";"José Xavier Garcia de Almeida";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/750";"CONDE DE PORTO ALEGRE";"10";"15";"Manoel Marques de Souza";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/751";"BORGES FORTES";"10";"10";"João Pereira da Silva Borges Fortes";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/752";"ROCHA FARIA";"10";"10";"Manoel Antonio da Rocha Faria";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/753";"ALEXANDRE DE SIQUEIRA";"10";"10";"Alexandre Joaquim da Siqueira";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/754";"ALMEIDA PEREIRA";"10";"18";"João de Almeida Pereira Filho";"";"M";"";"";"1826-11-01";"1883-07-05";"RJ";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/755";"CASTRIOTO";"10";"10";"João Nepomuceno Castrioto";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/756";"COELHO DE CASTRO";"10";"10";"José Machado Coelho de Castro";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/757";"FRIAS";"10";"10";"Manoel de Frias e Vasconcellos";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/758";"NETO DOS REIS";"10";"10";"Antonio Dias Coelho Netto do Reis";"";"M";"";"";"1829-09-04";"1896-02-09";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/759";"SERGIO DE MACEDO";"10";"11";"Sergio Teixeira de Macedo";"";"M";"";"";"1809-09-09";"1867-11-11";"RJ";"Rio de Janeiro"
"https://dadosabertos.camara.leg.br/api/v2/deputados/760";"TEIXEIRA JÚNIOR";"10";"15";"Jeronymo José Teixeira Júnior";"";"M";"";"";"1830-11-25";"1892-12-26";"RJ";"Rio de Janeiro"
"https://dadosabertos.camara.leg.br/api/v2/deputados/761";"JERONYMO COELHO";"4";"10";"Jeronymo Francisco Coelho";"";"M";"";"";"1806-09-30";"1860-01-16";"SC";"Laguna"
"https://dadosabertos.camara.leg.br/api/v2/deputados/763";"AGUIAR BARROS";"10";"10";"Antonio de Aguiar Barros";"";"M";"";"";"1823-12-25";"1889-01-30";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/764";"COSTA PINTO";"10";"18";"Antonio da Costa Pinto e Silva";"";"M";"";"";"1826-03-13";"1887-06-12";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/765";"GAVIÃO PEIXOTO";"10";"17";"Bernardo Avelino Gavião Peixoto";"";"M";"";"";"1829-11-10";"";"SP";"São Paulo"
"https://dadosabertos.camara.leg.br/api/v2/deputados/766";"MOURA E COSTA";"10";"10";"Manoel Marcondes de Moura e Costa";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/767";"MONSENHOR MARCONDES";"10";"10";"Ignacio Marcondes de Oliveira Cabral";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/768";"RODRIGO SILVA";"10";"20";"Rodrigo Augusto da Silva";"";"M";"";"";"1833-12-07";"1889-10-17";"SP";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/769";"XAVIER DA ROCHA";"10";"10";"Felippe Xavier da Rocha";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/770";"BAPTISTA MONTEIRO";"10";"10";"João Baptista Monteiro";"";"M";"";"";"";"";"MA";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/771";"TOBIAS LEITE";"10";"10";"Tobias Rabello Leite";"";"M";"";"";"1827-04-06";"1896-08-03";"SE";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/772";"BENJAMIM";"11";"11";"Benjamim Franklin da  Rocha  Vieira";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/773";"ESPERIDIÃO";"11";"17";"Esperidião Eloy de Barros Pimentel";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/774";"PAIS DE MENDONÇA";"11";"14";"Jacintho Paes de Mendonça";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/775";"TAVARES BASTOS";"11";"13";"Aureliano Cândido Tavares Bastos";"";"M";"";"";"1839-04-20";"1875-12-03";"AL";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/776";"ÂNGELO DO AMARAL";"11";"15";"Ângelo Thomaz do Amaral";"";"M";"";"";"1822-08-29";"1911-08-07";"RJ";"Rio de Janeiro"
"https://dadosabertos.camara.leg.br/api/v2/deputados/777";"ESPÍNOLA";"11";"13";"Antonio de Souza Spínola";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/778";"GASPARINO";"11";"11";"Gasparino Moreira de Castro";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/779";"JUNQUEIRA";"10";"12";"João José de Oliveira Junqueira Júnior";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/780";"BENEVIDES";"10";"10";"Salvador Corrêa de Sá e Benevides";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/781";"TIBERIO";"11";"13";"Álvaro Tibério de Moncorvo Lima";"";"M";"";"";"1815-01-01";"1865-01-01";"BA";"Cachoeira"
"https://dadosabertos.camara.leg.br/api/v2/deputados/782";"SILVA NUNES";"11";"14";"Luiz Antonio da Silva Nunes";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/783";"PÁDUA FLEURY";"11";"19";"André Augusto de Pádua Fleury";"";"M";"";"";"1830-01-01";"1895-01-01";"MT";"Cuiabá"
"https://dadosabertos.camara.leg.br/api/v2/deputados/784";"VIEIRA DA SILVA";"11";"14";"Luiz Antonio Vieira da Silva";"";"M";"";"";"1828-10-02";"1889-11-03";"CE";"Fortaleza"
"https://dadosabertos.camara.leg.br/api/v2/deputados/785";"DE LAMARE";"11";"12";"Joaquim  Raymundo de Lamare";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/786";"CARNEIRO DE MENDONÇA";"11";"11";"Melchior Carneiro  de Mendonça Franco";"";"M";"";"";"";"1875-04-19";"MG";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/787";"CIRILO";"11";"11";"Francisco Cyrillo Ribeiro de Souza";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/788";"FERREIRA LAGE";"11";"14";"Mariano Procopio Ferreira Lage";"";"M";"";"";"";"1872-02-14";"MG";"Barbacena"
"https://dadosabertos.camara.leg.br/api/v2/deputados/789";"FERREIRA DA VEIGA";"11";"14";"Evaristo Ferreira da Veiga";"";"M";"";"";"1832-02-05";"1889-03-07";"MG";"Campanha"
"https://dadosabertos.camara.leg.br/api/v2/deputados/790";"FONSECA VIANA";"11";"13";"Antonio da Fonseca Vianna";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/791";"GAMA CERQUEIRA";"11";"16";"Francisco Januário da Gama Cerqueira";"";"M";"";"";"1827-01-23";"1889-01-01";"MG";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/792";"RABELO HORTA";"11";"11";"Manoel José Gomes Rabello Horta";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/793";"SALATIEL BRAGA";"10";"15";"Salathiel de Andrade  Braga";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/794";"SIQUEIRA MENDES";"11";"16";"Manoel José de Siqueira Mendes";"";"M";"";"";"1825-09-06";"1892-05-05";"PA";"Cametá"
"https://dadosabertos.camara.leg.br/api/v2/deputados/795";"CARNEIRO DA CUNHA";"11";"20";"Anisio Salathiel Carneiro da Cunha";"";"M";"";"";"1830-01-01";"1898-01-01";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/796";"SILVEIRA DA MOTA";"11";"11";"Joaquim Ignácio Silveira da Motta";"";"M";"";"";"1818-05-02";"1891-08-19";"BA";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/797";"CORREIA DE OLIVEIRA";"11";"16";"João Alfredo Correia de Oliveira e Andrade";"";"M";"";"";"1835-12-12";"";"PE";"Goiana"
"https://dadosabertos.camara.leg.br/api/v2/deputados/798";"EPAMINONDAS";"11";"19";"Antonio Epaminondas de Mello";"";"M";"";"";"";"";"PE";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/799";"MELO REGO";"11";"16";"Francisco Raphael de Mello Rego";"";"M";"";"";"1819-04-04";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/801";"FIALHO";"11";"13";"Francisco José Fialho";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/802";"SOUSA MENDES";"11";"11";"Simplicio de Souza Mendes";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/803";"RAPOSO DA CAMARA";"11";"11";"Gabriel Soares Raposo da Câmara";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/804";"AMARO DA SILVEIRA";"11";"11";"Amaro José D'ávila da  Silveira";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/805";"FELIX DA CUNHA";"11";"11";"Felix Xavier da Cunha";"";"M";"";"";"1833-09-16";"1865-02-21";"RS";"Porto Alegre"
"https://dadosabertos.camara.leg.br/api/v2/deputados/806";"CARLOS DA LUZ";"11";"16";"Francisco Carlos da Luz";"";"M";"";"";"1830-01-01";"";"SC";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/807";"BARÃO DE BELA VISTA";"11";"11";"José de Aguiar Toledo";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/808";"LESSA";"11";"11";"Flamínio Antônio do Nascimento Lessa";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/809";"CALAZANS";"11";"11";"Pedro Luziense de Bittencourt Calazans";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/810";"FIEL DE CARVALHO";"11";"16";"Fiel José de Carvalho e  Oliveira";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/811";"LEANDRO BEZERRA";"11";"16";"Leandro Bezerra Monteiro";"";"M";"";"";"";"";"CE";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/812";"AMBRÓSIO MACHADO";"12";"13";"Ambrósio Machado da Cunha  Cavalcanti";"";"M";"";"";"1836-01-01";"1897-01-01";"AL";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/813";"JOSÉ ANGELO";"12";"16";"José Ângelo Márcio da Silva";"";"M";"";"";"1825-01-01";"1889-10-08";"AL";"Porto Calvo"
"https://dadosabertos.camara.leg.br/api/v2/deputados/814";"MOREIRA";"12";"16";"Antonio José Moreira";"";"M";"";"";"";"";"AM";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/815";"BARBOSA DE OLIVEIRA";"12";"13";"João José Barbosa de Oliveira";"";"M";"";"";"1818-07-02";"1874-11-29";"BA";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/816";"FREDERICO DE ALMEIDA";"12";"17";"Frederico Augusto de Almeida";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/817";"FERREIRA DE MOURA";"12";"19";"João Ferreira de Moura";"";"M";"";"";"";"";"BA";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/818";"PEDRO BRANDÃO";"12";"12";"Pedro Antonio Falcão Brandão";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/819";"SOUTO";"12";"17";"Salustiano Ferreira Souto";"";"M";"";"";"1818-01-01";"1887-11-19";"BA";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/820";"BARÃO DO CRATO";"12";"13";"Bernardo Duarte Brandão";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/821";"FIGUEIREDO";"12";"12";"José Antonio de Figueiredo";"";"M";"";"";"1823-12-15";"1876-04-18";"PE";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/822";"RATISBONA";"12";"20";"Leandro Chaves de Mello Ratisbona";"";"M";"";"";"1821-01-01";"";"CE";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/823";"RODRIGUES JÚNIOR";"12";"20";"Antonio Joaquim Rodrigues Júnior";"";"M";"";"";"1837-03-12";"1904-05-14";"CE";"Sobral"
"https://dadosabertos.camara.leg.br/api/v2/deputados/824";"HORTA DE ARAÚJO";"12";"17";"José Feliciano Horta de Araújo";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/825";"VASCONCELOS";"12";"12";"José Marcelino Pereira Vasconcellos";"";"M";"";"";"1821-10-01";"1874-11-26";"ES";"Vitória"
"https://dadosabertos.camara.leg.br/api/v2/deputados/826";"TEODORO";"12";"12";"Theodoro Rodrigues de Moraes";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/827";"ALMEIDA BRAGA";"12";"12";"Gentil Homem de Almeida Braga";"";"M";"";"";"1835-03-25";"1876-07-25";"MA";"São Luís"
"https://dadosabertos.camara.leg.br/api/v2/deputados/828";"CARLOS RIBEIRO";"12";"12";"Carlos Fernando Ribeiro";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/829";"FERREIRA VALE";"12";"12";"José Joaquim Ferreira Valle";"";"M";"";"";"";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/830";"TAVARES BELFORT";"12";"17";"José Joaquim Tavares Belfort";"";"M";"";"";"1840-03-18";"1887-07-11";"MA";""
"https://dadosabertos.camara.leg.br/api/v2/deputados/831";"SILVA PEREIRA";"12";"13";"Caetano Xavier da Silva Pereira";"";"M";"";"";"1831-01-01";"1875-03-09";"MT";"Cuiabá"
"https://dadosabertos.camara.leg.br/api/v2/deputados/832";"AFONSO CELSO";"12";"17";"Affonso Celso de Assis Figueiredo 1º";"";"M";"";"";"1837-02-21";"";"MG";"Belo Horizonte"
"https://dadosabertos.camara.leg.br/api/v2/deputados/833";"VISCONDE DE PRADOS";"12";"17";"Camilo Maria Ferreira Armond";"";"M";"";"";"1815-08-07";"1882-08-14";"MG";"Barbacena"
"https://dadosabertos.camara.leg.br/api/v2/deputados/834";"DOMICIANO";"12";"12";"Domiciano Leite Ribeiro";"";"M";"";"";"1812-04-03";"1881-06-10";"MG";"São João Del Rei"
"https://dadosabertos.camara.leg.br/api/v2/deputados/835";"FELÍCIO DOS SANTOS";"12";"12";"Joaquim Felício dos Santos";"";"M";"";"";"1828-01-01";"1895-10-21";"MG";"Diamantina"
