30.04.2020                                                               Saída dinâmica de lista                                                                       1
------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Cod. fornecedor|Material|Qtd.pedido|Texto breve|Qtd.estoque
3593|4003527.0|100|FUROSEMIDA 40MG|10
3593|4003551.0|50|DERMOSALIC POMADA|5
3593|4003590.0|50|ULTIBRO 30CAPS|5
3593|4003606.0|100|DICLOF POT|10
3593|4003609.0|25|MICONAZOL CR|2
3593|4003614.0|50|TIMOLOL SOL|5
3593|4003635.0|50|BACITRACINA+NEOMICIN POM|5
3593|4003680.0|50|TRAVATAN BAK|5
3593|4003738.0|50|FORASEQ 12/400MCG|5
3593|4003744.0|50|DIOVAN HCT|5
3593|4003746.0|50|DIOVAN 320MG|5
3593|4003760.0|50|ONBRIZE 150MCG|5
3593|4003761.0|50|ONBRIZE 300MCG|5
3593|4003774.0|50|ELIQUIS 5,0MG|5
3593|4003824.0|50|MATERSUPRE C/30CP|5
3593|4003900.0|50|TESTE ACTION|5
3593|4003922.0|50|BONVIVA 150MG|5
3593|4004151.0|50|NAPROXENO 500MG|5
3593|4004594.0|1|TYLIDOL 750MG|0
3593|4004720.0|50|FORASEQ 12/200MCG|5
3593|4005079.0|50|ISOVIT 75MG|5
3593|4005229.0|100|COLIRIO TEUTO|10
3593|4005272.0|50|NORETISTERONA ENT+ESTR|5
3593|4005288.0|50|SIMETICONA 75MG|5
3593|4005385.0|50|ALL OMEGA|5
3593|4005423.0|50|BETINA 16MG|5
3593|4005427.0|50|HOLMES H|5
3593|4005434.0|50|STUB 0,4MG|5
3593|4005448.0|50|VARTAZ 80MG|5
3593|4005455.0|50|DEXFER 100MG|5
3593|4005461.0|50|PERIVASC 450MG|5
3593|4005555.0|50|PANTOPRAZOL-GEN 40MG|5
3593|4005561.0|100|ALBENDAZOL 40MG/ML|10
3593|4005562.0|50|PROPRANOLOL 40MG|5
3593|4006031.0|50|PREST 30|5
3593|4006047.0|50|NESINA PIO|5
3593|4006112.0|50|MICOZEN CRM|5
3593|4006131.0|50|UNO CICLO|5
3593|4006276.0|50|ACICLOVIR CREME|5
3593|4006279.0|50|ATENOLOL 100MG|5
3593|4006386.0|50|ADAPTIS 2MG|5
3593|4006387.0|50|ADAPTIS FRESH|5
3593|4006388.0|50|DRENATAN SOL|5
3593|4006410.0|50|ADAPTIS 0,5%|5
3593|4006421.0|50|CLORIDRATO DE|5
3593|4006423.0|50|CONTHEN D|5
3593|4006436.0|50|PROCTOX BISNAGA|5
3593|4006501.0|2|ADVIL 400MG|0
521|4002471.0|24|SAB CETRILAN|2
4239|4002534.0|50|OVESTRION 1MG|5
4239|4002535.0|50|OVESTRION 2MG|5
4239|4002541.0|50|QLAIRA C/28CP|5
4239|4002545.0|50|REGENESIS C/|5
4239|4002650.0|50|FENOFIBRATO 200MG|5
4239|4002673.0|20|PROVERA 10MG|2
4239|4002767.0|50|PANTOPRAZOL 40MG|5
4239|4002927.0|50|PASTA DAGUA|5
4239|4002964.0|20|INDUX C/10CAP|2
4239|4003420.0|50|HUMULIN 70N/30|5
4239|4003520.0|50|MESALAZINA 800MG|5
4239|4003553.0|50|PROTOPIC POMADA|5
4239|4003555.0|20|PROTOPIC POMADA|2
4239|4003578.0|50|EMSCORT CREME|5
4239|4003658.0|20|CLENIL HFA|2
4239|4003705.0|50|LIPISTAT 20MG|5
4239|4003708.0|20|QUEROPAX 100MG|2
4239|4003709.0|50|ESCILEX 10MG|5
4239|4003718.0|50|NIKI 3MG+0,02MG|5
4239|4003769.0|50|FRONTAL XR|5
4239|4003770.0|20|FRONTAL XR|2
4239|4003773.0|50|FRONTAL SL|5
4239|4003781.0|82|NORVASC 5MG|8
4239|4003782.0|20|CITALOR 20MG|2
4239|4003827.0|50|CANDESARTANA CILE|5
4239|4003850.0|50|AFRIN INF|5
4239|4003852.0|50|LUCIARA CREME|5
4239|4003941.0|50|BRASART BCC|5
4239|4003972.0|50|AKINETON RETARD|5
4239|4003990.0|20|CITONEURIN 5000MG|2
4239|4004031.0|50|CITALOPRAM 20MG|5
4239|4004104.0|50|HYZAAR 50/12,5MG|5
4239|4004106.0|50|MODURETIC 50MG/5MG|5
4239|4004107.0|144|MODURETIC 25/2,5MG|14
4239|4004119.0|50|REFORGAN 250MG|5
4239|4004281.0|50|MAXIFLOX-D POM|5
4239|4004341.0|50|COMPLEXO B|5
4239|4004375.0|50|GYNAZOLE-1 2PC|5
4239|4004394.0|50|STEZZA C/28CP|5
4239|4004470.0|50|BRASART 320MG|5
4239|4004653.0|50|EZETIMIBA 10MG|5
4239|4004775.0|50|CETOCONAZOL 200MG|5
4239|4004777.0|50|DESLORATADINA XPE|5
4239|4004778.0|50|DESLORATADINA XPE|5
4239|4004781.0|50|DICLOFENACO DE|5
4239|4004785.0|48|DROSPIRENONA+ETINILEST 3MG|4
4239|4004787.0|50|GABAPENTINA 600MG|5
4239|4005095.0|20|ELÔ 3|2
4239|4005233.0|50|DIFEBRIL GOTAS|5
4239|4005276.0|50|OXYDERME POM|5
4239|4005296.0|50|XAROPE GUACO|5
4239|4005490.0|50|VALSARTANA 320MG|5
4239|4005491.0|50|ROSUVASTATINA 10MG|5
4239|4005603.0|50|SEKI GOTAS|5
4239|4005615.0|50|ROXFLAN 10MG|5
4239|4005632.0|50|YAZ 3MG+0,02MG|5
4239|4005747.0|20|FOSTAIR HFA|2
4239|4005813.0|50|GENFIBROZILA 900MG|5
4239|4006040.0|20|BASAGLAR KWIKPEN|2
4239|4006158.0|50|ATENOLOL+CLORTALIDONA 100+25MG|5
4239|4006234.0|50|GENTAMICINA SUSP|5
4239|4006242.0|50|ADALAT OROS|5
4239|4006243.0|50|ESOMEPRAZOL EMS|5
4239|4006245.0|50|ABRILAR FQM|5
4239|4006246.0|20|AEROLIN GSK|2
4239|4006249.0|20|ACERTANLO SVR|2
4239|4006262.0|50|AFRIN BCH|5
4239|4006263.0|50|AFRIN BCH|5
4239|4006353.0|50|TEGRETARD 200MG|5
4239|4006355.0|50|SIMBIOTIL PO|5
4239|4006356.0|50|SIMBIOTIL PO|5
4239|4006360.0|50|OESTROGEL PUMP|5
4239|4006361.0|20|RESTASIS 0,05|2
4239|4006365.0|50|IMECAP MAX|5
4239|4000352.0|50|LEVITRA 10MG|5
4239|4000409.0|50|BIALERGE C/20CP|5
4239|4000416.0|50|BRASART HCT|5
4239|4000417.0|50|BRASART HCT|5
4239|4000418.0|50|BRASART HCT|5
4239|4000425.0|60|NEUTROFER 300MG|6
4239|4000427.0|50|PREG-LESS 150MG+10MG|5
4239|4000452.0|50|INICOX DP|5
4239|4000469.0|20|CLAVULIN BD|2
4239|4000471.0|50|FLIXOTIDE 250MCG|5
4239|4000495.0|50|PANTELMIN 500MG|5
4239|4000496.0|50|PANTELMIN SUSP|5
4239|4000614.0|50|DEPO-PROVERA 150MG|5
4239|4000620.0|20|OLMETEC HCT|2
4239|4000635.0|50|PRIVINA SOL|5
4239|4000663.0|50|CLARITIN XPE|5
4239|4000679.0|27|ENERGIL C|2
4239|4000680.0|50|ENERGIL C|5
4239|4000681.0|50|ENERGIL C|5
4239|4000684.0|50|NAC XPE|5
4239|4000697.0|50|PEDIALYTE 45|5
4239|4000698.0|50|PEDIALYTE MAX|5
4239|4000700.0|50|PEDIALYTE 60|5
4239|4000825.0|50|NICORETTE 2MG|5
4239|4000826.0|50|NICORETTE ICE|5
4239|4000827.0|50|BENALET FRAMB|5
4239|4000828.0|5|BENALET FRAMBOESA|0
4239|4000830.0|5|BENALET MENTA|0
4239|4000840.0|20|TYLENOL CRIANCA|2
4239|4000842.0|50|TYLENOL GTS|5
4239|4000917.0|50|NIQUITIN CLEAR|5
4239|4000918.0|50|NIQUITIN CLEAR|5
4239|4000931.0|50|NOREGYNA INJ|5
4239|4000935.0|50|PYR-PAM C/6CP|5
4239|4000936.0|50|PYR-PAM SUSP|5
4239|4000937.0|20|RILAN 2|2
4239|4000966.0|50|DESTADIN 5MG|5
4239|4000972.0|50|EMISTIN CX|5
4239|4000973.0|50|EMISTIN CREME|5
4239|4000974.0|50|EXPECTOR XPE|5
4239|4000994.0|50|HIXILERG 2MG/ML|5
4239|4000997.0|60|LEVERCTIN 6MG|6
4239|4001012.0|50|NOCICLIN CX|5
4239|4001019.0|50|PREGNOLAN 150MG/10MG|5
4239|4001062.0|50|BROMIL XPE|5
4239|4001084.0|50|DORSPAN COMPOSTO|5
4239|4001094.0|50|FLUITEINA 600MG|5
4239|4001151.0|50|QUEIMALIVE POMADA|5
4239|4001152.0|50|QUEIMALIVE SUN|5
4239|4001161.0|50|SOMINEX COMPOSTO|5
4239|4001172.0|50|VITERGYL C|5
4239|4001173.0|50|VITERGYL ZINCO|5
4239|4001179.0|20|ACIDO MEFENAMICO|2
4239|4001183.0|50|ALGESTONA+EST 150+10MG|5
4239|4001214.0|50|CEFACLOR 500MG|5
4239|4001217.0|50|CEFALEXINA 500MG|5
4239|4001224.0|50|CICLOPIROX OLAM|5
4239|4001231.0|50|CLOBETASOL POMADA|5
4239|4001235.0|50|CLOTRIMAZOL CREME|5
4239|4001240.0|50|DEXAMETASONA 4MG|5
4239|4001243.0|50|DILTIAZEM 60MG|5
4239|4001269.0|50|HIDROQUINONA 40MG|5
4239|4001274.0|50|LANSOPRAZOL 30MG|5
4239|4001306.0|20|OMEPRAZOL 20MG|2
4239|4001322.0|50|RANITIDINA 150MG|5
4239|4001326.0|100|SECNIDAZOL 450MG|10
4239|4001329.0|50|SILDENAFILA 50MG|5
4239|4001341.0|50|TIOCONAZOL+TINIDAZOL TUBO|5
4239|4001344.0|50|VALSARTANA 160MG|5
4239|4001352.0|50|ACETILCISTEINA 200MG|5
4239|4001362.0|50|CLOTRIMAZOL CREME|5
4239|4001365.0|50|DICLOFENAC DIETILAMONIO|5
4239|4001367.0|50|DICLOFENACO DE|5
4239|4001376.0|50|PARACETAMOL 750MG|5
4239|4001379.0|50|PARACETAMOL+CAFE 500+65MG|5
4239|4001433.0|50|DORSPAN COMPOSTO|5
4239|4001450.0|50|ACICLOVIR 50MG|5
4239|4001565.0|50|ALMEIDA PRADO|5
4239|4001572.0|50|FIMATOSAN XAROPE|5
4239|4001605.0|50|COMPLEXO OMEGA|5
4239|4001882.0|20|EXIMIA TEMPORIZE|2
4239|4001909.0|50|CITONEURIN 1000|5
4239|4001939.0|50|DESALEX 5MG|5
4239|4001956.0|100|AEROLIN NEBULES|10
4239|4001966.0|50|ALPRAZOLAM 1MG|5
4239|4001996.0|50|BROMIDRATO DE|5
4239|4002010.0|50|CLONAZEPAM 2MG|5
4239|4002018.0|50|FLUOXETINA 20MG|5
4239|4002020.0|50|GABAPENTINA 300MG|5
4239|4002064.0|50|SERTRALINA 50MG|5
4239|4002071.0|50|TRAMADOL 50MG|5
4239|4002200.0|20|VESICARE 10MG|2
4239|4002201.0|50|VESICARE 5MG|5
4239|4002241.0|50|DILACORON 80MG|5
4239|4002284.0|50|OSSFOR C/30CP|5
4239|4002298.0|50|LUFTA GASTROPRO|5
4239|4002452.0|50|ADVANTAN LOCAO|5
4239|4002468.0|50|CELAMINA ULTRA|5
2595|6000287.0|60|MAMADEIRA LILLO|6
2595|6000422.0|60|MAMADEIRA LILLO|6
3593|6000527.0|12|CONDICION SEDA|1
3593|6000528.0|60|CONDICIONAD SEDA|6
3593|6000530.0|12|CONDICION SEDA|1
3593|6000531.0|50|CONDICIONADOR SEDA|5
3593|6000537.0|50|CREME PENTEAR|5
3593|6000538.0|12|CREME PENTEAR|1
3593|6000540.0|12|CREME PENTEAR|1
3593|6000544.0|50|CREME TRATAMENTO|5
3593|6000546.0|60|CREME TRATAMENTO|6
3593|6000602.0|12|HIDRATANTE VASENOL|1
3593|6000603.0|50|HIDRATANTE VASENOL|5
3593|6000626.0|50|SHAMPOO SEDA|5
3593|6000628.0|50|SHAMPOO SEDA|5
3593|6000878.0|60|LENÇO UMIDEC|6
3593|6000881.0|60|LENÇO UMEDECIDO|6
10322|6000771.0|24|UNHA DE|2
10384|6000532.0|12|CONDICION TRESEMMÉ|1
10384|6000533.0|12|CONDICION TRESEMMÉ|1
10384|6000534.0|12|CONDICION TRESEMMÉ|1
10384|6000633.0|12|SHAMPOO TRESEMMÉ|1
10384|6000635.0|12|SHAMPOO TRESEMMÉ|1
10384|6000636.0|12|SHAMPOO TRESEMMÉ|1
10384|6000637.0|36|SHAMPOO TRESEMMÉ|3
4239|4000869.0|100|DORFLEX ICY|10
4239|4006390.0|100|DEPURA 50.000|10
4239|4006391.0|200|DORFLEX 50|20
4239|4006400.0|100|PHARMATON ENERGY|10
4239|4006236.0|100|DEPURA 7.000|10
4239|4006238.0|100|DEPURA 2.000|10
4239|4006239.0|100|DEPURA 7.000|10
4239|4000171.0|144|LOPROX SOL|14
4239|4000865.0|84|DORFLEX ICY|8
4239|4006231.0|120|RESPIRATUS 7MG/ML|12
4239|4005093.0|140|STILNOX CR|14
4239|4003854.0|140|STILNOX CR|14
4239|4006399.0|100|PHARMATON ENERGY|10
4239|4002900.0|120|PURAN T4|12
4239|4001622.0|100|OSCAL KIDS|10
4239|4005383.0|120|LANTUS SOL|12
4239|4006211.0|154|MINIMA COMP|15
4239|4006237.0|100|DEPURA 50.000|10
4239|4003919.0|108|PURAN T4|10
4239|4006398.0|100|PHARMATON ENERGY|10
4239|4006401.0|100|OS-CAL D|10
4239|4006272.0|70|ANADOR 500ML|7
4239|4006223.0|54|PURAN T4|5
4239|4000866.0|100|DORFLEX ICY|10
4239|4002431.0|1|COLIRIO MOURA|0
4239|4006396.0|1|NOVALGINA 1GR|0
4239|4006397.0|1|NOVALGINA 1GR|0
4239|4000173.0|2|PEPSAMAR 230MG|0
4239|4002579.0|2|BIOARGI CX|0
4239|4002288.0|2|DIAMOX C/25CP|0
4239|4002276.0|1|BACLON C/20CP|0
4239|4002577.0|100|BIO E|10
4239|4002574.0|4|BABYDRAX 27,9G|0
4239|4001073.0|105|COLACT 667MG/ML|10
4239|4002291.0|240|CYLOCORT POM|24
4239|4002289.0|160|OCUPRESS 5ML|16
4239|4001117.0|105|MUCOFAN 50MG|10
4239|4000886.0|80|VODOL MICONAZOL|8
4239|4000916.0|150|HYABAK SOL|15
4239|4000019.0|7|BIO-C 1G|0
4239|4000020.0|9|BIO-C ZINCO|0
4916|4002771.0|100|VALSARTANA 320MG|10
4916|4002501.0|120|GASTROL LIQ|12
4916|4001357.0|120|AMBROXOL INF|12
4916|4004566.0|100|NEOLINCO 600MG|10
4916|4001132.0|100|NEOSAC 300MG|10
4916|4002072.0|2|TRAMADOL 50MG|0
4916|4000996.0|2|IVERNEO 6MG|0
4916|4001752.0|2|LOSARTANA POTASSICO|0
4916|4001993.0|2|BROMAZEPAM 3MG|0
4916|4000995.0|2|IVERNEO 6MG|0
4916|4001049.0|2|VERTIGIUM 10MG|0
4916|4001444.0|2|NEOITRAX 100MG|0
4239|4003695.0|1|XARELTO 20MG|0
3593|4001570.0|2|ELIXIR 914|0
3593|4001568.0|41|CALCITRAN B12|4
3593|4002507.0|100|IMECAP HAIR|10
4239|4003695.0|1|XARELTO 20MG|0
4239|4000331.0|1|ATACAND HCT|0
11146|6000514.0|72|CREME DENTAL|7
11146|6000521.0|24|CONDICION FEM|2
11146|6000523.0|24|CONDICIONAD DOVE|2
11146|6000559.0|24|DESODORANT AER|2
11146|6000569.0|36|DESODORANT AER|3
11146|6000571.0|48|DESODOR AER|4
11146|6000575.0|84|DESODORANTE ROL|8
11146|6000577.0|60|DESODORANTE ROL|6
11146|6000584.0|12|DESODOR ROL|1
11146|6000588.0|12|DESODOR ROL|1
11146|6000604.0|60|SHA CLEAR|6
11146|6000607.0|48|SHAMPOO CLEAR|4
11146|6000609.0|48|SHAMPOO CLEAR|4
11146|6000614.0|24|SHAMPOO DOVE|2
11146|6000615.0|24|SHAMPOO DOVE|2
11146|6000639.0|48|SABONETE DOVE|4
11146|6000641.0|48|SABONETE DOVE|4
11146|6000642.0|48|SABONETE DOVE|4
11146|6000969.0|48|COLÔNIA CIA|4
11146|6000970.0|60|COLÔNIA CIA|6
11146|6000971.0|72|COLÔNIA CIA|7
11146|6000972.0|72|COLÔNIA CIA|7
11146|6000973.0|24|COLÔNIA CIA|2
11146|6001069.0|12|CONDICIONADOR INF|1
11146|6001074.0|42|SHAMPOO 2/1|4
11146|6001075.0|2|SHAMPOO 2/1INF|0
11146|6001078.0|16|SHAMPOO INF|1
4239|4000360.0|1|XARELTO 20MG|0
4239|4003690.0|1|BRILINTA 90MG|0
4239|4000301.0|1|TRAVATAN C/2,5ML|0
4239|4000446.0|1|ANNITA 500MG|0
4239|4000567.0|1|DIOVAN AMLO|0
4239|4003695.0|1|XARELTO 20MG|0
11146|6000547.0|12|DESODOR AEROSOL|1
11146|6000587.0|24|DESODOR ROL|2
4239|4000360.0|1|XARELTO 20MG|0
11498|6000376.0|50|BOMBA MANUAL|5
11498|6000378.0|50|ESTERILIZADOR CHUPETAS|5
11498|6000379.0|50|COPO MULTIKIDS|5
11498|6000386.0|50|COLHER DOSADORA|5
11498|6000388.0|50|PROTETOR MULTIKIDS|5
11498|6000400.0|12|ESCOVA LIMP|1
3593|4000497.0|40|BIOFENAC AEROSOL|4
4239|4002507.0|50|IMECAP HAIR|5
4239|4003564.0|24|IMECAP KIT|2
3593|4000696.0|120|SALONPAS PAIN|12
3593|4000690.0|100|SALONPAS AIR|10
3593|4000693.0|48|SALONPAS GEL|4
3593|4000694.0|48|SALONPAS GEL|4
4239|4000793.0|1|EPOCLER ABACAXI|0
4239|4000794.0|48|EPOCLER TRAD|4
4239|4000806.0|48|LACTO PURGA|4
4239|4000784.0|84|BENEGRIP MULTI|8
4239|4000193.0|72|MAXSULID 400MG|7
4239|4000783.0|48|BENEGRIP 500MG|4
4239|4000215.0|60|MIOFLEX-A C/12CP|6
4239|4002483.0|72|DIPROSALIC POMADA|7
4239|4004292.0|48|ESTOMAZIL ABACAXI|4
4239|4000774.0|60|ALIVIUM 30MG|6
4239|4002940.0|48|COLFLEX 30|4
4239|4000192.0|60|MACRODANTINA 100MG|6
4239|4002944.0|60|ALIVIUM 400MG|6
3593|4005269.0|60|NIMESULIDA 100MG|6
3593|4005265.0|60|MONOZOL 400MG|6
4239|4001527.0|90|CETOCONAZOL CREME|9
4239|4001477.0|90|CETOCONAZOL+BETAM+NEOM POM|9
4239|4006252.0|77|SECNIDAZOL 1000MG|7
4239|4001529.0|90|CLOTRIMAZOL CREME|9
4239|4001260.0|55|GENFIBROZILA 600MG|5
4239|4004753.0|77|CETOCONAZOL 200MG|7
4239|4005513.0|49|CLONAZEPAM 2MG|4
4239|4006182.0|90|CLOR TERBINAFINA|9
4239|4002351.0|77|CETIRIZINA 10MG|7
4239|4004260.0|49|LOSARTANA POTASSICA|4
4239|4002990.0|77|ATENOLOL+CLO 50+12,5MG|7
4239|4006185.0|55|CLORIDRATO DE|5
4239|4001268.0|200|HIDROCLOROTIAZIDA 50MG|20
4239|4001248.0|77|ENALAPRIL 10MG|7
4239|4006210.0|77|MELOXICAM 15MG|7
4239|4006251.0|55|ROSUVASTATINA CALCICA|5
4239|4002890.0|49|CLOTRIMAZOL CREM|4
4239|4001295.0|90|MOMETASONA POMADA|9
4239|4002062.0|100|SERTRALINA 50MG|10
4239|4001485.0|70|CLOTRIMAZOL CREM|7
4239|4006157.0|49|ATENOLOL+CLO 100+25MG|4
4239|4006184.0|55|CLORIDRATO DE|5
4239|4005511.0|84|GLIBENCLAMIDA 5MG|8
4239|4006214.0|60|OMEPRAZOL 20MG|6
4239|4006205.0|49|GLIMEPIRIDA 4MG|4
4239|4006166.0|55|CITRATO DE|5
4239|4002365.0|98|PANTOPRAZOL 20MG|9
4239|4001452.0|77|ACIDO MEFENAMICO|7
4239|4001287.0|98|METFORMINA 500MG|9
4239|4001198.0|77|ATORVASTATINA 20MG|7
4239|4001288.0|100|METFORMINA 850MG|10
4239|4001290.0|100|METFORMINA 850MG|10
4239|4001286.0|100|METFORMINA 500MG|10
4239|4001382.0|48|SIMETICONA 75MG/ML|4
4239|4001495.0|77|LOSARTANA POTASSICO|7
4239|4001490.0|77|DICLOF DE|7
4239|4001331.0|100|SINVASTATINA 40MG|10
4239|4001218.0|100|CEFALEXINA 500MG|10
4239|4001492.0|77|ENALAPRIL 5MG|7
4239|4001504.0|98|OMEPRAZOL 20MG|9
4239|4001515.0|70|TETRACICLINA+ANFOT B|7
4239|4006215.0|77|OMEPRAZOL 40MG|7
4239|4006216.0|98|PANTOPRAZOL 20MG|9
4239|4006218.0|77|PREGABALINA 75|7
4239|4006229.0|98|QUETIAPINA 200MG|9
4239|4006250.0|128|RISPERIDONA COMP|12
4239|4006253.0|144|SUCCINATO DE|14
4239|4006256.0|144|TRAVOPROSTA 0,04MG/ML|14
4239|4006257.0|112|VALSARTANA 160MG|11
4239|4006258.0|108|VALSARTANA 320MG|10
4239|4006259.0|105|VALSARTANA 80MG|10
4239|4006208.0|98|LOSARTANA+HIDROCLOROT 100+25MG|9
4239|4006207.0|98|LOSARTANA+HIDROCLORO. 50+12,5|9
4239|4006206.0|98|LOSARTANA POTASSICA|9
4239|4006150.0|90|ACETATO DE|9
4239|4006151.0|105|ACETATO DE|10
4239|4006152.0|100|ACICLOVIR COMPRIMIDO|10
4239|4006153.0|77|ALPRAZOLAM 1MG|7
4239|4006161.0|120|BIMATOPROSTA 0,3MG/ML|12
4239|4006162.0|77|CAPTOPRIL 12,5MG|7
4239|4006163.0|77|CARVEDILOL 6,25MG|7
4239|4006169.0|77|CITRATO DE|7
4239|4006170.0|77|CL CIPROFLOXACINO|7
4239|4006180.0|98|CLONAZEPAM 0,5MG|9
4239|4006183.0|77|CLORIDRATO DE|7
4239|4006187.0|77|DESVENLAFAXINA 100MG|7
4239|4006188.0|77|DESVENLAFAXINA 50MG|7
4239|4006191.0|96|DICLORIDRATO CETIRIZINA|9
4239|4006203.0|77|GLIMEPIRIDA 1MG|7
4239|4006204.0|98|GLIMEPIRIDA 2MG|9
4239|4002375.0|100|VALSARTANA 320MG|10
4239|4002374.0|100|VALSARTANA 160MG|10
4239|4005271.0|100|NITAZOXANIDA 500MG|10
4239|4004130.0|100|PAROXETINA 20MG|10
4239|4006230.0|77|QUETIAPINA 25MG|7
4239|4001283.0|77|LOSARTANA+HID 50+12,5MG|7
4239|4001468.0|77|BROMOPRIDA 10MG|7
4239|4005582.0|77|CLONAZEPAM 2MG|7
4239|4002634.0|77|CITALOPRAM-GEN 20MG|7
4239|4002073.0|77|TRAMADOL 50MG|7
4239|4002075.0|105|VENLAFAXINA 150MG|10
4239|4001208.0|77|CAPTOPRIL 50MG|7
4239|4002077.0|98|VENLAFAXINA 75MG|9
4239|4001479.0|90|CETOCONAZOL+DIP BETAM|9
4239|4001520.0|120|ACEBROFILINA XPE|12
4239|4004388.0|77|PRAZOL 30MG|7
4239|4002076.0|77|VENLAFAXINA 37,5MG|7
4239|4001458.0|77|ANLODIPINO 5MG|7
4239|4005672.0|60|LANELI DHA|6
4239|4003860.0|64|ENTEROGERMINA 10FRA|6
4239|4000188.0|70|SECNIDAL 1000MG|7
4239|4002379.0|48|ZARMINE 100MG|4
4239|4006198.0|55|FLUXOCOR ANLO|5
4239|4006221.0|20|PROFENID XAROPE|2
4239|4000176.0|84|PROFENID 50MG|8
4239|4002309.0|100|ESPERSON POMADA|10
4239|4002305.0|70|CALCORT 6MG|7
4239|4002296.0|128|PROFENID INJ|12
4239|4002166.0|70|NEULEPTIL 1PC|7
4239|4000530.0|105|PYLORIPAC RET|10
4239|4000168.0|120|FLAGYL 400MG|12
4239|4006219.0|100|PROFENID 25|10
4239|4006220.0|70|PROFENID SUPOSITORIO|7
4239|4006222.0|180|PROPIONATO DE|18
4239|4006232.0|70|CLEXANE SAFETY|7
4239|4006240.0|128|RISPERIDONA COMP|12
4239|4006212.0|154|MONTELUCASTE DE|15
4239|4006193.0|70|DUOTRAT 0,5|7
4239|4006196.0|105|FLUXOCOR 40MG|10
4239|4006200.0|200|FRANOL 120|20
4239|4006201.0|180|FUROATO DE|18
4239|4001683.0|70|INSUL APIDRA|7
4239|4006224.0|120|PURAN T4|12
4239|4002653.0|120|PURAN T4|12
3593|4001706.0|168|CICLO 21|16
3593|4003000.0|77|CEFALEXINA 500MG|7
3593|4002596.0|198|PERFENOL CAP|19
3593|4002584.0|105|FERISEPT 10MG/ML|10
3593|4002582.0|105|ECOS XAROPE|10
3593|4002609.0|84|VODOL PREVENT|8
3593|4003654.0|160|GLAUB SOL|16
3593|4000884.0|96|NUTRIMAIZ SM|9
4239|4000847.0|120|ADVIL 400MG|12
4239|4000846.0|108|ADVIL 400MG|10
4239|4000845.0|108|ADVIL 400MG|10
4239|4001599.0|144|CENTRUM PRONUTRIENT|14
4239|4002593.0|10|MAMYLAN BG|1
4239|4002593.0|7|MAMYLAN BG|0
4239|4000433.0|96|SOMALGIN CARDIO|9
4239|4000997.0|60|LEVERCTIN 6MG|6
4239|4006553.0|100|DORFLEX UNO|10
4239|4006565.0|100|ARTRINID 50|10
4239|4006566.0|100|BIO C|10
4239|4006569.0|100|BROMAZEPAM 3MG|10
4239|4006570.0|100|BROMAZEPAM 6MG|10
4239|4006574.0|100|CL PAROXETINA|10
4239|4006579.0|100|CRAVOSAN 50|10
4239|4006585.0|100|FINASTERIDA 1|10
4239|4006597.0|100|SIMETICONA 125|10
4239|4006600.0|100|TENOXICAM 20MG|10
4239|4006612.0|100|ALENTHUS XR|10
4239|4000446.0|1|ANNITA 500MG|0
4239|4003694.0|1|XARELTO 10MG|0
4239|4000333.0|1|CRESTOR 10MG|0
4239|4003698.0|1|PANTOGAR C/90CP|0
4239|4000359.0|1|XARELTO 15MG|0
4239|4005114.0|1|ARADOIS H|0
4239|4003731.0|1|DIOVAN 160MG|0
